pdf_letter_section,pdf_source_order,pdf_business_name,pdf_original_summary,pdf_source_directory_url,added_enrichment_label,enrichment_confidence,added_enrichment_note,enriched_business_name,enriched_official_website,enriched_chamber_profile_url,enriched_phone,enriched_email,enriched_address,enriched_city,enriched_state,enriched_zip,enriched_business_category,enriched_verified_summary,added_enrichment_sources
S,42,Sodexo Campus Services,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,43,Solutions Counseling & EAP,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,44,Sonnier Traffic Control & Security,"Security, safety, surveillance, or compliance-related services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,45,South Beau Hardware,"Retail, specialty goods, home goods, supplies, or consumer products.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,46,South City Paint & Supply,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,47,South Louisiana Bank,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,48,South Louisiana Rail Facility,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,49,South Point Electrical,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,50,Southern Devall,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,51,Southern Glazer's Wine and Spirits,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,52,Southern Ionics,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,53,Southern Living with Haley,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,54,Southern Louisiana Water,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,55,Southern Marble and Granite,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,56,Southern Roofing Solutions,"Construction, contractor, building trades, or home improvement services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,57,Southern Specialty Products,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,58,Southern Spice,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,59,Southern Style Enterprises,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,60,Southern Style Event Rentals,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,61,Southern Technologies,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,62,Southlake Theater,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,63,Southland Capital,"Technology, telecom, IT, office systems, or business equipment services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,64,Southland Coins & Collectibles,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,65,Southland Environmental,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,66,Southside Machine Works,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,67,Southwest Bar Needs,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,68,Southwest District Livestock Show/Rodeo,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,69,Southwest LA Area Health Education Center,"Healthcare, medical, pharmacy, therapy, or wellness services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,70,Southwest Louisiana Association of Realtors,"Nonprofit, civic, trade association, or community organization.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,71,Southwest Louisiana Business Solutions,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,72,Southwest Louisiana Credit Union,"Financial institution providing banking, lending, deposit, or credit services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,73,Southwest Louisiana Independence Center,"Entertainment, recreation, events, tourism, or venue services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,74,Southwest Louisiana Regional Planning Commission,Local business or organization listed in the Chamber Southwest Louisiana directory; exact service summary should be verified from its website or member profile.,https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
S,75,Sowela Technical Community College,"Engineering, architecture, consulting, surveying, or environmental services.",https://events.allianceswla.org/list/searchalpha/s,Not enriched,,Original PDF row retained; no additional lookup data has been appended yet.,,,,,,,,,,,,
